+++++++++++++++++ MAXIMUM GAP LENGTH 50 50
the 1th path length 147
Ac09g008618 149.00 Sb02g025700 257.00 1
Ac09g008622 152.00 Sb02g026200 262.00 -1
Ac09g008627 157.00 Sb02g027600 276.00 -1
Ac09g008633 163.00 Sb02g027700 277.00 1
Ac09g008635 165.00 Sb02g028400 284.00 1
Ac09g008642 172.00 Sb02g028700 287.00 -1
Ac09g008644 174.00 Sb02g029000 290.00 -1
Ac09g008646 176.00 Sb02g029100 291.00 1
Ac09g008652 182.00 Sb02g029300 293.00 1
Ac09g008654 184.00 Sb02g029400 294.00 1
Ac09g008662 192.00 Sb02g029600 296.00 1
Ac09g008679 209.00 Sb02g029800 298.00 1
Ac09g008682 212.00 Sb02g029900 299.00 -1
Ac09g008684 214.00 Sb02g030200 302.00 -1
Ac09g008686 216.00 Sb02g031000 310.00 1
Ac09g008693 222.00 Sb02g031800 318.00 -1
Ac09g008696 225.00 Sb02g033300 333.00 -1
Ac09g008699 228.00 Sb02g033500 335.00 -1
Ac09g008704 232.00 Sb02g033700 337.00 1
Ac09g008707 235.00 Sb02g033900 339.00 1
Ac09g008715 242.00 Sb02g034500 345.00 -1
Ac09g008723 250.00 Sb02g035700 357.00 1
Ac09g008726 253.00 Sb02g035900 359.00 1
Ac09g008729 256.00 Sb02g036300 363.00 -1
Ac09g008734 259.00 Sb02g037500 375.00 1
Ac09g008741 266.00 Sb02g037800 378.00 1
Ac09g008744 269.00 Sb02g038300 383.00 -1
Ac09g008745 270.00 Sb02g038400 384.00 1
Ac09g008746 271.00 Sb02g038500 385.00 -1
Ac09g008750 275.00 Sb02g039100 391.00 1
Ac09g008751 276.00 Sb02g039400 394.00 1
Ac09g008753 278.00 Sb02g039700 397.00 -1
Ac09g008754 279.00 Sb02g040700 407.00 -1
Ac09g008755 280.00 Sb02g040800 408.00 -1
Ac09g008759 284.00 Sb02g041800 418.00 -1
Ac09g008760 285.00 Sb02g042500 425.00 1
Ac09g008761 286.00 Sb02g042600 426.00 -1
Ac09g008762 287.00 Sb02g043300 433.00 -1
Ac09g008764 289.00 Sb02g043500 435.00 -1
Ac09g008765 290.00 Sb02g043600 436.00 1
Ac09g008766 291.00 Sb02g043700 437.00 -1
Ac09g008768 293.00 Sb02g043800 438.00 -1
Ac09g008770 295.00 Sb02g044400 444.00 -1
Ac09g008778 303.00 Sb02g045700 457.00 1
Ac09g008781 306.00 Sb02g045800 458.00 1
Ac09g008784 309.00 Sb02g046800 468.00 -1
Ac09g008785 310.00 Sb02g046900 469.00 1
Ac09g008786 311.00 Sb02g047400 474.00 1
Ac09g008787 312.00 Sb02g047500 475.00 -1
Ac09g008788 313.00 Sb02g047700 477.00 1
Ac09g008789 314.00 Sb02g048200 482.00 -1
Ac09g008795 320.00 Sb02g049200 492.00 -1
Ac09g008807 331.00 Sb02g049500 495.00 -1
Ac09g008808 332.00 Sb02g050300 503.00 1
Ac09g008812 336.00 Sb02g050700 507.00 1
Ac09g008813 337.00 Sb02g051000 510.00 1
Ac09g008817 341.00 Sb02g051700 517.00 -1
Ac09g008818 342.00 Sb02g051800 518.00 1
Ac09g008819 343.00 Sb02g051900 519.00 1
Ac09g008821 345.00 Sb02g052000 520.00 1
Ac09g008823 347.00 Sb02g052700 527.00 1
Ac09g008826 350.00 Sb02g053000 530.00 -1
Ac09g008828 352.00 Sb02g053200 532.00 -1
Ac09g008829 353.00 Sb02g054000 540.00 -1
Ac09g008830 354.00 Sb02g054400 544.00 1
Ac09g017393 360.00 Sb02g054700 547.00 -1
Ac09g017402 369.00 Sb02g056200 562.00 -1
Ac09g017407 374.00 Sb02g056900 569.00 1
Ac09g017411 378.00 Sb02g057400 574.00 1
Ac09g017414 381.00 Sb02g058000 580.00 -1
Ac09g017416 383.00 Sb02g058300 583.00 1
Ac09g017427 390.00 Sb02g060800 608.00 -1
Ac09g017428 391.00 Sb02g060900 609.00 1
Ac09g017431 394.00 Sb02g061600 616.00 -1
Ac09g017433 396.00 Sb02g061800 618.00 -1
Ac09g017434 397.00 Sb02g062000 620.00 1
Ac09g017436 399.00 Sb02g062100 621.00 1
Ac09g017439 402.00 Sb02g062500 625.00 1
Ac09g017444 407.00 Sb02g064700 647.00 1
Ac09g017446 409.00 Sb02g064800 648.00 -1
Ac09g017449 412.00 Sb02g064900 649.00 -1
Ac09g017458 421.00 Sb02g066800 668.00 1
Ac09g017460 423.00 Sb02g067000 670.00 1
Ac09g017461 424.00 Sb02g067400 674.00 1
Ac09g017464 426.00 Sb02g067500 675.00 -1
Ac09g017465 427.00 Sb02g068000 680.00 1
Ac09g017467 428.00 Sb02g068100 681.00 -1
Ac09g026239 429.00 Sb02g068200 682.00 -1
Ac09g026241 430.00 Sb02g068300 683.00 1
Ac09g026243 432.00 Sb02g068700 687.00 1
Ac09g026245 434.00 Sb02g068800 688.00 -1
Ac09g026248 437.00 Sb02g070200 702.00 1
Ac09g023087 451.00 Sb02g070800 708.00 -1
Ac09g016562 467.00 Sb02g071100 711.00 1
Ac09g016566 470.00 Sb02g071500 715.00 -1
Ac09g023605 478.00 Sb02g071600 716.00 -1
Ac09g021800 499.00 Sb02g072500 725.00 1
Ac09g021806 505.00 Sb02g072600 726.00 1
Ac09g021817 514.00 Sb02g072700 727.00 1
Ac09g020155 521.00 Sb02g073900 739.00 -1
Ac09g020162 527.00 Sb02g074000 740.00 -1
Ac09g021854 542.00 Sb02g075800 758.00 1
Ac09g021860 546.00 Sb02g075900 759.00 -1
Ac09g022583 565.00 Sb02g076000 760.00 -1
>LOCALE p-value : 0.00

the 2th path length 79
Ac09g008985 954.00 Sb02g308300 3083.00 1
Ac09g008987 956.00 Sb02g308400 3084.00 1
Ac09g008995 964.00 Sb02g310900 3109.00 1
Ac09g009000 969.00 Sb02g311000 3110.00 -1
Ac09g009001 970.00 Sb02g311100 3111.00 -1
Ac09g009002 971.00 Sb02g311200 3112.00 -1
Ac09g009003 972.00 Sb02g312800 3128.00 1
Ac09g009010 979.00 Sb02g312900 3129.00 -1
Ac09g009011 980.00 Sb02g313100 3131.00 -1
Ac09g009013 982.00 Sb02g313300 3133.00 1
Ac09g009016 985.00 Sb02g313400 3134.00 -1
Ac09g009017 986.00 Sb02g313500 3135.00 1
Ac09g009018 987.00 Sb02g313600 3136.00 -1
Ac09g009019 988.00 Sb02g313700 3137.00 1
Ac09g009021 989.00 Sb02g313800 3138.00 -1
Ac09g009022 990.00 Sb02g314100 3141.00 1
Ac09g009023 991.00 Sb02g314200 3142.00 -1
Ac09g009024 992.00 Sb02g314300 3143.00 -1
Ac09g009025 993.00 Sb02g314400 3144.00 1
Ac09g009026 994.00 Sb02g314500 3145.00 1
Ac09g009027 995.00 Sb02g314800 3148.00 1
Ac09g009028 996.00 Sb02g315200 3152.00 1
Ac09g009032 1000.00 Sb02g316800 3168.00 1
Ac09g009034 1002.00 Sb02g316900 3169.00 1
Ac09g009035 1003.00 Sb02g317300 3173.00 -1
Ac09g009036 1004.00 Sb02g317500 3175.00 1
Ac09g009044 1012.00 Sb02g318300 3183.00 1
Ac09g009046 1014.00 Sb02g318600 3186.00 1
Ac09g009052 1019.00 Sb02g319200 3192.00 1
Ac09g009053 1020.00 Sb02g319300 3193.00 -1
Ac09g009056 1022.00 Sb02g320200 3202.00 1
Ac09g009058 1024.00 Sb02g320600 3206.00 -1
Ac09g009059 1025.00 Sb02g320700 3207.00 1
Ac09g009062 1028.00 Sb02g321800 3218.00 1
Ac09g009063 1029.00 Sb02g322000 3220.00 -1
Ac09g009067 1032.00 Sb02g322400 3224.00 1
Ac09g009068 1033.00 Sb02g322500 3225.00 -1
Ac09g009070 1035.00 Sb02g323000 3230.00 1
Ac09g009071 1036.00 Sb02g323200 3232.00 -1
Ac09g009072 1037.00 Sb02g323700 3237.00 1
Ac09g009073 1038.00 Sb02g324000 3240.00 -1
Ac09g009074 1039.00 Sb02g324100 3241.00 1
Ac09g009075 1040.00 Sb02g324200 3242.00 -1
Ac09g009077 1042.00 Sb02g324300 3243.00 -1
Ac09g009080 1045.00 Sb02g325300 3253.00 -1
Ac09g009081 1046.00 Sb02g325400 3254.00 1
Ac09g009084 1049.00 Sb02g326500 3265.00 -1
Ac09g009086 1051.00 Sb02g328500 3285.00 -1
Ac09g009087 1052.00 Sb02g328900 3289.00 -1
Ac09g009092 1057.00 Sb02g329500 3295.00 1
Ac09g009094 1059.00 Sb02g329700 3297.00 -1
Ac09g009096 1061.00 Sb02g329800 3298.00 1
Ac09g009097 1062.00 Sb02g330000 3300.00 1
Ac09g009098 1063.00 Sb02g330100 3301.00 -1
Ac09g009099 1064.00 Sb02g330300 3303.00 1
Ac09g009101 1066.00 Sb02g330400 3304.00 1
Ac09g009103 1068.00 Sb02g332900 3329.00 -1
Ac09g009126 1091.00 Sb02g337100 3371.00 -1
Ac09g009127 1092.00 Sb02g337300 3373.00 1
Ac09g009128 1093.00 Sb02g337600 3376.00 -1
Ac09g009129 1094.00 Sb02g337700 3377.00 -1
Ac09g009131 1096.00 Sb02g338000 3380.00 -1
Ac09g009132 1097.00 Sb02g338100 3381.00 -1
Ac09g009133 1098.00 Sb02g338500 3385.00 1
Ac09g009134 1099.00 Sb02g339200 3392.00 1
Ac09g009135 1100.00 Sb02g339300 3393.00 -1
Ac09g009136 1101.00 Sb02g339500 3395.00 1
Ac09g009137 1102.00 Sb02g339900 3399.00 -1
Ac09g009139 1104.00 Sb02g340100 3401.00 -1
Ac09g009140 1105.00 Sb02g340200 3402.00 1
Ac09g009142 1107.00 Sb02g340400 3404.00 -1
Ac09g009143 1108.00 Sb02g340600 3406.00 1
Ac09g009144 1109.00 Sb02g340700 3407.00 -1
Ac09g009145 1110.00 Sb02g340900 3409.00 -1
Ac09g009146 1111.00 Sb02g341100 3411.00 -1
Ac09g009149 1113.00 Sb02g341500 3415.00 1
Ac09g009150 1114.00 Sb02g341600 3416.00 -1
Ac09g009151 1115.00 Sb02g342000 3420.00 -1
Ac09g009152 1116.00 Sb02g342100 3421.00 -1
>LOCALE p-value : 0.00

the 3th path length 25
Ac09g015759 760.00 Sb02g297500 2975.00 -1
Ac09g015777 743.00 Sb02g298800 2988.00 -1
Ac09g015778 742.00 Sb02g298900 2989.00 1
Ac09g015782 738.00 Sb02g299000 2990.00 -1
Ac09g015791 730.00 Sb02g299300 2993.00 -1
Ac09g015797 724.00 Sb02g300000 3000.00 1
Ac09g015798 723.00 Sb02g300500 3005.00 1
Ac09g015799 722.00 Sb02g300600 3006.00 -1
Ac09g015807 715.00 Sb02g300700 3007.00 1
Ac09g015808 714.00 Sb02g301100 3011.00 -1
Ac09g019596 709.00 Sb02g301300 3013.00 1
Ac09g019598 708.00 Sb02g301400 3014.00 1
Ac09g019601 705.00 Sb02g302700 3027.00 -1
Ac09g019606 700.00 Sb02g303300 3033.00 1
Ac09g019611 695.00 Sb02g303800 3038.00 -1
Ac09g019619 689.00 Sb02g304100 3041.00 -1
Ac09g017959 669.00 Sb02g304700 3047.00 1
Ac09g017958 668.00 Sb02g304900 3049.00 -1
Ac09g017951 661.00 Sb02g305100 3051.00 1
Ac09g017949 659.00 Sb02g305700 3057.00 1
Ac09g017944 656.00 Sb02g306300 3063.00 -1
Ac09g017933 646.00 Sb02g306800 3068.00 1
Ac09g016572 612.00 Sb02g309300 3093.00 1
Ac09g016569 610.00 Sb02g309400 3094.00 1
Ac09g022583 565.00 Sb02g309800 3098.00 -1
>LOCALE p-value : 0.00

the 4th path length 14
Ac09g008663 193.00 Sb02g350400 3504.00 1
Ac09g008635 165.00 Sb02g354600 3546.00 1
Ac09g008596 129.00 Sb02g355300 3553.00 1
Ac09g008553 86.00 Sb02g359200 3592.00 1
Ac09g008552 85.00 Sb02g359300 3593.00 -1
Ac09g008537 71.00 Sb02g360500 3605.00 1
Ac09g008519 53.00 Sb02g363100 3631.00 1
Ac09g008508 42.00 Sb02g364700 3647.00 1
Ac09g017583 33.00 Sb02g366000 3660.00 1
Ac09g017574 24.00 Sb02g366800 3668.00 1
Ac09g017566 16.00 Sb02g368300 3683.00 -1
Ac09g017564 14.00 Sb02g368600 3686.00 -1
Ac09g017563 13.00 Sb02g368700 3687.00 -1
Ac09g017556 6.00 Sb02g368700 3687.00 -1
>LOCALE p-value : 0.00

the 5th path length 13
Ac09g015718 799.00 Sb02g112400 1124.00 -1
Ac09g008866 837.00 Sb02g113900 1139.00 -1
Ac09g008872 843.00 Sb02g115700 1157.00 1
Ac09g008888 859.00 Sb02g116300 1163.00 -1
Ac09g008889 860.00 Sb02g116500 1165.00 -1
Ac09g008891 862.00 Sb02g116800 1168.00 -1
Ac09g008900 870.00 Sb02g117600 1176.00 -1
Ac09g008908 878.00 Sb02g119500 1195.00 -1
Ac09g008912 882.00 Sb02g120700 1207.00 -1
Ac09g008930 900.00 Sb02g123000 1230.00 -1
Ac09g008952 922.00 Sb02g125700 1257.00 -1
Ac09g008954 924.00 Sb02g125800 1258.00 -1
Ac09g008971 941.00 Sb02g129000 1290.00 1
>LOCALE p-value : 0.00

the 6th path length 8
Ac09g008995 964.00 Sb02g307600 3076.00 1
Ac09g008991 960.00 Sb02g307800 3078.00 1
Ac09g008990 959.00 Sb02g307900 3079.00 1
Ac09g008989 958.00 Sb02g308000 3080.00 1
Ac09g008987 956.00 Sb02g308400 3084.00 1
Ac09g008982 951.00 Sb02g308700 3087.00 1
Ac09g008978 948.00 Sb02g309100 3091.00 1
Ac09g008928 898.00 Sb02g309300 3093.00 -1
>LOCALE p-value : 0.00

the 7th path length 7
>LOCALE p-value : 0.00
overlap with block 1+1th

the 8th path length 6
>LOCALE p-value : 0.00
overlap with block 1+1th

the 9th path length 6
>LOCALE p-value : 0.00
overlap with block 4+1th

the 10th path length 5
>LOCALE p-value : 0.00
overlap with block 0+1th

the 11th path length 5
>LOCALE p-value : 0.00
overlap with block 0+1th

the 12th path length 5
>LOCALE p-value : 0.00
overlap with block 0+1th

the 13th path length 5
>LOCALE p-value : 0.00
overlap with block 0+1th

the 14th path length 5
>LOCALE p-value : 0.00
overlap with block 1+1th

the 15th path length 5
Ac09g009085 1050.00 Sb02g222700 2227.00 1
Ac09g009056 1022.00 Sb02g225400 2254.00 1
Ac09g009046 1014.00 Sb02g228900 2289.00 1
Ac09g009044 1012.00 Sb02g232600 2326.00 1
Ac09g008995 964.00 Sb02g233200 2332.00 1
>LOCALE p-value : 0.00

the 16th path length 4
Ac09g015722 795.00 Sb02g274500 2745.00 -1
Ac09g008865 836.00 Sb02g279100 2791.00 -1
Ac09g008866 837.00 Sb02g279500 2795.00 -1
Ac09g008869 840.00 Sb02g280900 2809.00 -1
>LOCALE p-value : 0.00

+++++++++++++++++ MAXIMUM GAP LENGTH 50 50
the 1th path length 8
Ac11g005588 686.00 Sb10g143300 1433.00 -1
Ac11g005586 684.00 Sb10g143400 1434.00 1
Ac11g005552 650.00 Sb10g147200 1472.00 -1
Ac11g005535 634.00 Sb10g149300 1493.00 -1
Ac11g005527 626.00 Sb10g152000 1520.00 -1
Ac11g005482 584.00 Sb10g155800 1558.00 -1
Ac11g005477 579.00 Sb10g156100 1561.00 -1
Ac11g005425 529.00 Sb10g159700 1597.00 -1
>LOCALE p-value : 0.00

the 2th path length 6
Ac11g005736 831.00 Sb10g173800 1738.00 -1
Ac11g005735 830.00 Sb10g174000 1740.00 1
Ac11g005722 817.00 Sb10g175500 1755.00 -1
Ac11g005717 812.00 Sb10g176300 1763.00 1
Ac11g005692 787.00 Sb10g177600 1776.00 1
Ac11g005640 738.00 Sb10g179700 1797.00 1
>LOCALE p-value : 0.00

the 3th path length 5
Ac11g016531 24.00 Sb10g242800 2428.00 1
Ac11g016509 45.00 Sb10g247600 2476.00 1
Ac11g016953 82.00 Sb10g248900 2489.00 1
Ac11g016960 89.00 Sb10g249000 2490.00 1
Ac11g016965 94.00 Sb10g250800 2508.00 1
>LOCALE p-value : 0.00

the 4th path length 5
Ac11g005593 691.00 Sb10g163900 1639.00 1
Ac11g005627 725.00 Sb10g165200 1652.00 1
Ac11g005651 749.00 Sb10g168800 1688.00 -1
Ac11g005662 760.00 Sb10g169700 1697.00 -1
Ac11g005663 761.00 Sb10g169900 1699.00 -1
>LOCALE p-value : 0.00

the 5th path length 5
Ac11g005593 691.00 Sb10g163900 1639.00 1
Ac11g005573 671.00 Sb10g164400 1644.00 1
Ac11g005539 637.00 Sb10g169000 1690.00 1
Ac11g005513 614.00 Sb10g169100 1691.00 1
Ac11g005466 568.00 Sb10g169700 1697.00 -1
>LOCALE p-value : 0.00

+++++++++++++++++ MAXIMUM GAP LENGTH 50 50
the 1th path length 11
Ac20g025369 260.00 Sb08g037500 375.00 1
Ac20g023042 242.00 Sb08g039800 398.00 1
Ac20g023038 239.00 Sb08g040300 403.00 -1
Ac20g023866 213.00 Sb08g043600 436.00 1
Ac20g024151 206.00 Sb08g045800 458.00 1
Ac20g024144 199.00 Sb08g046900 469.00 1
Ac20g014553 185.00 Sb08g051300 513.00 1
Ac20g013599 161.00 Sb08g055100 551.00 -1
Ac20g013594 157.00 Sb08g057500 575.00 -1
Ac20g013588 151.00 Sb08g060000 600.00 1
Ac20g013540 104.00 Sb08g060500 605.00 1
>LOCALE p-value : 0.00

the 2th path length 5
Ac20g013520 84.00 Sb08g022000 220.00 1
Ac20g013532 96.00 Sb08g022800 228.00 -1
Ac20g013564 128.00 Sb08g024600 246.00 -1
Ac20g014542 174.00 Sb08g027000 270.00 -1
Ac20g024145 200.00 Sb08g030200 302.00 -1
>LOCALE p-value : 0.00

+++++++++++++++++ MAXIMUM GAP LENGTH 50 50
the 1th path length 9
Ac05g020932 933.00 Sb05g038100 381.00 -1
Ac05g022129 908.00 Sb05g041000 410.00 1
Ac05g022074 874.00 Sb05g044000 440.00 1
Ac05g022073 873.00 Sb05g044300 443.00 1
Ac05g019770 856.00 Sb05g046500 465.00 1
Ac05g019775 853.00 Sb05g047100 471.00 -1
Ac05g019782 846.00 Sb05g047300 473.00 -1
Ac05g019785 844.00 Sb05g047500 475.00 1
Ac05g017731 802.00 Sb05g049200 492.00 -1
>LOCALE p-value : 0.00

the 2th path length 5
Ac05g004763 679.00 Sb05g084000 840.00 -1
Ac05g004765 681.00 Sb05g084400 844.00 1
Ac05g004780 695.00 Sb05g086200 862.00 1
Ac05g004789 704.00 Sb05g087300 873.00 -1
Ac05g004805 720.00 Sb05g091300 913.00 1
>LOCALE p-value : 0.00

+++++++++++++++++ MAXIMUM GAP LENGTH 50 50
the 1th path length 17
Ac01g024341 1116.00 Sb04g165600 1656.00 1
Ac01g018265 1071.00 Sb04g168700 1687.00 1
Ac01g018257 1064.00 Sb04g169200 1692.00 1
Ac01g018251 1058.00 Sb04g169900 1699.00 -1
Ac01g018245 1052.00 Sb04g170300 1703.00 -1
Ac01g018240 1048.00 Sb04g170500 1705.00 -1
Ac01g018224 1034.00 Sb04g171300 1713.00 1
Ac01g018219 1029.00 Sb04g172100 1721.00 -1
Ac01g011210 994.00 Sb04g173200 1732.00 -1
Ac01g011240 965.00 Sb04g174100 1741.00 1
Ac01g011252 953.00 Sb04g175000 1750.00 1
Ac01g011288 917.00 Sb04g176200 1762.00 1
Ac01g011292 913.00 Sb04g177000 1770.00 -1
Ac01g011332 874.00 Sb04g179700 1797.00 1
Ac01g011336 870.00 Sb04g179800 1798.00 1
Ac01g011354 852.00 Sb04g182300 1823.00 -1
Ac01g011404 804.00 Sb04g182900 1829.00 -1
>LOCALE p-value : 0.00

the 2th path length 11
Ac01g009527 204.00 Sb04g186300 1863.00 1
Ac01g009550 181.00 Sb04g187600 1876.00 1
Ac01g009562 169.00 Sb04g188600 1886.00 1
Ac01g009569 162.00 Sb04g188900 1889.00 1
Ac01g009586 145.00 Sb04g189900 1899.00 1
Ac01g009591 140.00 Sb04g190100 1901.00 -1
Ac01g009603 128.00 Sb04g190600 1906.00 1
Ac01g009607 124.00 Sb04g190700 1907.00 1
Ac01g009628 103.00 Sb04g194300 1943.00 -1
Ac01g009637 95.00 Sb04g194400 1944.00 1
Ac01g009692 46.00 Sb04g196200 1962.00 1
>LOCALE p-value : 0.00

the 3th path length 7
Ac01g012443 265.00 Sb04g316500 3165.00 1
Ac01g009479 251.00 Sb04g317000 3170.00 1
Ac01g009496 234.00 Sb04g319600 3196.00 -1
Ac01g009501 229.00 Sb04g319800 3198.00 -1
Ac01g009511 220.00 Sb04g321300 3213.00 1
Ac01g009512 219.00 Sb04g322600 3226.00 1
Ac01g009562 169.00 Sb04g323400 3234.00 1
>LOCALE p-value : 0.00

the 4th path length 7
Ac01g006637 1584.00 Sb04g153200 1532.00 1
Ac01g006640 1581.00 Sb04g153300 1533.00 1
Ac01g006657 1565.00 Sb04g155900 1559.00 -1
Ac01g006678 1544.00 Sb04g158600 1586.00 1
Ac01g006680 1542.00 Sb04g159100 1591.00 -1
Ac01g006685 1537.00 Sb04g160000 1600.00 -1
Ac01g006734 1488.00 Sb04g160100 1601.00 1
>LOCALE p-value : 0.00

the 5th path length 6
Ac01g009557 174.00 Sb04g228900 2289.00 1
Ac01g009575 156.00 Sb04g232900 2329.00 1
Ac01g009589 142.00 Sb04g235900 2359.00 -1
Ac01g009601 130.00 Sb04g236600 2366.00 -1
Ac01g009610 121.00 Sb04g238700 2387.00 -1
Ac01g009663 74.00 Sb04g240800 2408.00 -1
>LOCALE p-value : 0.00

the 6th path length 6
Ac01g012333 372.00 Sb04g248800 2488.00 1
Ac01g012345 360.00 Sb04g249100 2491.00 -1
Ac01g012371 335.00 Sb04g250300 2503.00 1
Ac01g012388 318.00 Sb04g251200 2512.00 -1
Ac01g012432 275.00 Sb04g254500 2545.00 1
Ac01g009505 225.00 Sb04g254900 2549.00 1
>LOCALE p-value : 0.00

the 7th path length 6
Ac01g006822 1404.00 Sb04g086600 866.00 1
Ac01g006844 1382.00 Sb04g089300 893.00 1
Ac01g006845 1381.00 Sb04g089400 894.00 -1
Ac01g018563 1373.00 Sb04g092900 929.00 -1
Ac01g018569 1370.00 Sb04g097400 974.00 -1
Ac01g018000 1328.00 Sb04g099600 996.00 -1
>LOCALE p-value : 0.00

the 8th path length 5
Ac01g006709 1513.00 Sb04g042100 421.00 -1
Ac01g006731 1491.00 Sb04g045400 454.00 -1
Ac01g006769 1454.00 Sb04g050200 502.00 -1
Ac01g006804 1422.00 Sb04g051300 513.00 -1
Ac01g018563 1373.00 Sb04g051900 519.00 -1
>LOCALE p-value : 0.00

the 9th path length 5
Ac01g018051 1283.00 Sb04g068600 686.00 1
Ac01g018052 1282.00 Sb04g068700 687.00 1
Ac01g029374 1279.00 Sb04g068800 688.00 1
Ac01g019476 1254.00 Sb04g069200 692.00 1
Ac01g030295 1209.00 Sb04g069700 697.00 -1
>LOCALE p-value : 0.00

the 10th path length 5
Ac01g023485 1157.00 Sb04g144200 1442.00 -1
Ac01g025515 1108.00 Sb04g148000 1480.00 -1
Ac01g025511 1106.00 Sb04g148100 1481.00 -1
Ac01g025509 1104.00 Sb04g148200 1482.00 -1
Ac01g018247 1054.00 Sb04g148400 1484.00 -1
>LOCALE p-value : 0.00

the 11th path length 5
Ac01g011371 835.00 Sb04g203200 2032.00 -1
Ac01g011407 801.00 Sb04g208000 2080.00 -1
Ac01g011410 798.00 Sb04g212300 2123.00 -1
Ac01g011417 791.00 Sb04g214300 2143.00 1
Ac01g015876 742.00 Sb04g215400 2154.00 -1
>LOCALE p-value : 0.00

the 12th path length 5
Ac01g012354 352.00 Sb04g328300 3283.00 1
Ac01g012383 323.00 Sb04g329400 3294.00 1
Ac01g012393 313.00 Sb04g333600 3336.00 1
Ac01g012440 268.00 Sb04g336200 3362.00 1
Ac01g009512 219.00 Sb04g336300 3363.00 1
>LOCALE p-value : 0.00

the 13th path length 5
Ac01g009541 190.00 Sb04g110700 1107.00 -1
Ac01g009560 171.00 Sb04g113600 1136.00 1
Ac01g009591 140.00 Sb04g116000 1160.00 -1
Ac01g009615 115.00 Sb04g119800 1198.00 1
Ac01g009670 67.00 Sb04g121200 1212.00 1
>LOCALE p-value : 0.00

the 14th path length 5
Ac01g009612 119.00 Sb04g266200 2662.00 -1
Ac01g009628 103.00 Sb04g270400 2704.00 -1
Ac01g009678 59.00 Sb04g271700 2717.00 -1
Ac01g009721 17.00 Sb04g273600 2736.00 -1
Ac01g009734 4.00 Sb04g273900 2739.00 1
>LOCALE p-value : 0.00

the 15th path length 5
>LOCALE p-value : 0.00
overlap with block 10+1th

the 16th path length 5
Ac01g018441 471.00 Sb04g244500 2445.00 -1
Ac01g018433 477.00 Sb04g246500 2465.00 -1
Ac01g018423 485.00 Sb04g247000 2470.00 1
Ac01g020309 512.00 Sb04g249500 2495.00 1
Ac01g024639 532.00 Sb04g249700 2497.00 -1
>LOCALE p-value : 0.00

the 17th path length 4
Ac01g006692 1530.00 Sb04g353100 3531.00 1
Ac01g006688 1534.00 Sb04g353200 3532.00 1
Ac01g006659 1563.00 Sb04g354700 3547.00 -1
Ac01g006624 1597.00 Sb04g356700 3567.00 1
>LOCALE p-value : 0.01

+++++++++++++++++ MAXIMUM GAP LENGTH 50 50
the 1th path length 11
Ac24g015145 415.00 Sb06g179200 1792.00 -1
Ac24g023407 383.00 Sb06g182100 1821.00 -1
Ac24g023413 377.00 Sb06g183000 1830.00 1
Ac24g013825 372.00 Sb06g183200 1832.00 1
Ac24g013818 365.00 Sb06g183400 1834.00 -1
Ac24g013813 361.00 Sb06g184200 1842.00 -1
Ac24g013808 358.00 Sb06g184300 1843.00 -1
Ac24g013799 350.00 Sb06g184400 1844.00 1
Ac24g013781 338.00 Sb06g184800 1848.00 -1
Ac24g022253 308.00 Sb06g187100 1871.00 1
Ac24g028749 282.00 Sb06g189500 1895.00 -1
>LOCALE p-value : 0.00

the 2th path length 7
Ac24g026650 190.00 Sb06g254300 2543.00 1
Ac24g025406 184.00 Sb06g254500 2545.00 -1
Ac24g025404 182.00 Sb06g255000 2550.00 1
Ac24g025401 180.00 Sb06g255300 2553.00 1
Ac24g022923 156.00 Sb06g257400 2574.00 -1
Ac24g013286 132.00 Sb06g261000 2610.00 1
Ac24g013240 86.00 Sb06g262100 2621.00 -1
>LOCALE p-value : 0.00

the 3th path length 6
Ac24g013229 75.00 Sb06g189500 1895.00 -1
Ac24g013228 74.00 Sb06g192100 1921.00 -1
Ac24g013203 50.00 Sb06g197100 1971.00 1
Ac24g013197 44.00 Sb06g200000 2000.00 1
Ac24g013172 19.00 Sb06g203400 2034.00 1
Ac24g013166 13.00 Sb06g203400 2034.00 -1
>LOCALE p-value : 0.00

+++++++++++++++++ MAXIMUM GAP LENGTH 50 50
the 1th path length 24
Ac03g011894 866.00 Sb02g296600 2966.00 1
Ac03g011930 902.00 Sb02g299200 2992.00 1
Ac03g011934 905.00 Sb02g299300 2993.00 1
Ac03g011940 911.00 Sb02g299600 2996.00 1
Ac03g011956 927.00 Sb02g299700 2997.00 1
Ac03g011983 954.00 Sb02g300400 3004.00 -1
Ac03g011996 966.00 Sb02g301000 3010.00 1
Ac03g012000 970.00 Sb02g301400 3014.00 -1
Ac03g012001 971.00 Sb02g302000 3020.00 1
Ac03g012004 974.00 Sb02g302300 3023.00 -1
Ac03g012020 990.00 Sb02g302800 3028.00 -1
Ac03g012027 997.00 Sb02g303200 3032.00 1
Ac03g012042 1012.00 Sb02g303500 3035.00 -1
Ac03g012051 1020.00 Sb02g303600 3036.00 1
Ac03g012065 1034.00 Sb02g303900 3039.00 1
Ac03g012811 1042.00 Sb02g304300 3043.00 -1
Ac03g012824 1055.00 Sb02g304400 3044.00 -1
Ac03g012829 1060.00 Sb02g304500 3045.00 1
Ac03g012840 1071.00 Sb02g305000 3050.00 1
